pts,reb,ast,stl,blk,fg_pct,fg3_pct,off_rating,def_rating,net_rating,efg_pct,ts_pct,pace,pie
115.60666666666667,43.76333333333333,26.733333333333338,8.406666666666668,4.853333333333334,0.47106666666666663,0.35933333333333334,114.78666666666665,114.73333333333333,0.053333333333333614,0.5456666666666667,0.5814333333333332,100.21799999999998,0.5004000000000001
