player_id,player_name,team,age,games_played,minutes,ppg,rpg,apg,spg,bpg,tov,fg_pct,fg3_pct,ft_pct,plus_minus,oreb,dreb,fg3a,fta,fga,off_rating,def_rating,net_rating,ts_pct,usg_pct,ast_pct,oreb_pct,dreb_pct,efg_pct,pie,salary,years_remaining,contract_type,salary_2627,salary_2728,salary_2829,salary_2930,salary_3031,guaranteed_millions,availability_pct,position,salary_millions,pct_scoring,pct_playmaking,pct_rebounding,pct_efficiency,pct_defense_steals,pct_defense_blocks,pct_availability,pct_ts,pct_usg,pct_net_rating,pct_pie,pct_off_rating,pct_def_rating,pct_defense,ts_pct_display,pie_display
1630264,Anthony Gill,WAS,33.0,55,17.3,5.8,2.9,1.3,0.6,0.4,0.7,0.628,0.354,0.739,-5.3,1.1,1.8,0.9,0.8,3.9,107.0,121.4,-14.4,0.682,0.116,0.101,0.059,0.112,0.667,0.08,2296274.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,2.3,67.1,PF,2.3,0.235,0.285,0.347,0.963,0.331,0.582,0.516,0.955,0.083,0.048,0.367,0.129,0.069,0.327,68.2,8.0
1642272,Jared McCain,OKC,22.0,67,17.3,8.3,2.0,1.3,0.5,0.1,0.8,0.425,0.385,0.864,1.9,0.3,1.7,3.8,0.9,7.2,113.5,108.9,4.6,0.551,0.198,0.111,0.019,0.092,0.528,0.079,4221360.0,2,Multi-Year,4.42,6.78,0.0,0.0,0.0,8.64,45.1,SG,4.22,0.437,0.285,0.148,0.369,0.217,0.133,0.296,0.327,0.669,0.792,0.355,0.605,0.861,0.404,55.1,7.9
1642366,Quinten Post,GSW,26.0,67,17.3,7.7,4.0,1.4,0.4,0.5,0.8,0.44,0.336,0.791,0.9,1.0,3.0,4.1,0.6,6.6,112.4,110.2,2.3,0.56,0.183,0.116,0.057,0.165,0.546,0.089,1955377.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,1.96,81.7,PF,1.96,0.383,0.32,0.583,0.525,0.132,0.684,0.711,0.37,0.566,0.669,0.484,0.507,0.78,0.532,56.0,8.9
204456,T.J. McConnell,IND,34.0,56,17.2,9.4,2.2,5.1,1.0,0.2,1.1,0.538,0.32,0.862,-2.4,0.4,1.8,0.9,0.5,8.0,109.1,116.7,-7.6,0.567,0.227,0.469,0.022,0.104,0.556,0.15,10200000.0,3,Multi-Year,11.0,11.8,11.8,0.0,0.0,33.0,68.3,PG,10.2,0.524,0.896,0.183,0.607,0.743,0.282,0.531,0.425,0.805,0.24,0.951,0.24,0.255,0.427,56.7,15.0
1631107,Nikola Jović,MIA,22.0,47,17.2,7.3,3.3,2.2,0.6,0.4,1.4,0.366,0.269,0.683,-0.1,0.5,2.7,3.6,2.1,6.7,109.3,110.1,-0.8,0.48,0.203,0.173,0.028,0.137,0.438,0.073,4445417.0,4,Multi-Year,16.2,14.9,15.1,16.2,0.0,66.85,57.3,PF,4.45,0.345,0.552,0.44,0.057,0.331,0.582,0.416,0.068,0.696,0.51,0.263,0.253,0.786,0.566,48.0,7.3
1630536,Sharife Cooper,WAS,24.0,41,17.1,8.1,2.1,3.0,0.4,0.1,1.5,0.514,0.382,0.833,-4.5,0.4,1.7,1.9,1.5,6.0,108.4,120.1,-11.7,0.609,0.197,0.256,0.025,0.098,0.573,0.094,1000000.0,0,Minimum,0.0,0.0,0.0,0.0,0.0,0.0,50.0,PG,1.0,0.415,0.712,0.17,0.721,0.132,0.133,0.343,0.734,0.66,0.1,0.559,0.206,0.113,0.126,60.9,9.4
1631466,Nate Williams,GSW,27.0,14,17.1,8.0,2.1,1.0,0.4,0.0,1.1,0.489,0.433,0.867,-5.6,1.4,0.7,2.1,1.1,6.3,112.2,127.3,-15.1,0.592,0.192,0.083,0.079,0.046,0.563,0.056,1000000.0,0,Minimum,0.0,0.0,0.0,0.0,0.0,0.0,17.1,SG,1.0,0.405,0.191,0.17,0.665,0.132,0.032,0.125,0.622,0.622,0.043,0.089,0.493,0.015,0.06,59.2,5.6
1629057,Robert Williams III,POR,28.0,59,17.1,6.7,7.0,1.0,0.6,1.5,0.8,0.708,0.391,0.596,1.2,2.4,4.6,0.4,1.0,4.2,110.6,107.2,3.4,0.722,0.129,0.089,0.133,0.25,0.726,0.163,1000000.0,0,Minimum,0.0,0.0,0.0,0.0,0.0,0.0,72.0,?,1.0,0.304,0.191,0.895,0.99,0.331,0.965,0.575,0.98,0.142,0.726,0.984,0.368,0.915,0.737,72.2,16.3
1626166,Cameron Payne,PHI,31.0,22,17.0,7.4,2.0,2.6,1.1,0.3,0.5,0.376,0.33,0.864,-2.9,0.1,1.9,4.4,1.0,6.8,105.5,113.6,-8.1,0.514,0.183,0.22,0.007,0.103,0.483,0.096,712637.0,0,Minimum,0.0,0.0,0.0,0.0,0.0,0.71,26.8,PG,0.71,0.356,0.635,0.148,0.149,0.808,0.443,0.172,0.125,0.566,0.227,0.579,0.082,0.497,0.583,51.4,9.6
1631169,Josh Minott,BKN,23.0,49,17.0,7.4,3.2,0.9,0.9,0.5,0.9,0.5,0.418,0.787,-0.5,1.0,2.2,3.1,1.2,5.1,111.7,111.7,-0.1,0.653,0.162,0.083,0.055,0.128,0.627,0.104,2378870.0,1,Multi-Year,2.58,0.0,0.0,0.0,0.0,2.38,40.2,PF,2.38,0.356,0.149,0.415,0.899,0.653,0.684,0.252,0.907,0.392,0.538,0.653,0.45,0.655,0.664,65.3,10.4
1631213,Tyrese Martin,PHI,27.0,46,16.9,6.3,2.5,1.7,0.5,0.1,0.9,0.394,0.321,0.679,-3.9,0.7,1.8,3.6,0.6,6.0,105.8,116.8,-10.9,0.501,0.178,0.163,0.04,0.112,0.489,0.077,2191897.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,2.19,45.1,SG,2.19,0.274,0.425,0.258,0.168,0.217,0.133,0.296,0.099,0.515,0.123,0.321,0.09,0.247,0.199,50.1,7.7
1641715,Cam Whitmore,WAS,21.0,21,16.9,9.2,2.8,0.7,0.7,0.4,0.9,0.456,0.286,0.742,-7.2,0.9,1.9,2.7,1.5,8.0,104.4,124.0,-19.6,0.528,0.225,0.067,0.049,0.102,0.503,0.082,3539760.0,1,Multi-Year,5.46,0.0,0.0,0.0,0.0,9.0,25.6,SF,3.54,0.503,0.079,0.327,0.231,0.452,0.582,0.169,0.194,0.791,0.025,0.395,0.064,0.029,0.354,52.8,8.2
1641712,Rayan Rupert,MEM,21.0,64,16.8,5.2,2.9,1.1,0.9,0.1,0.9,0.393,0.324,0.778,-5.0,0.8,2.2,2.1,0.8,4.9,103.5,117.0,-13.6,0.493,0.148,0.093,0.04,0.129,0.463,0.055,2353647.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,2.22,58.5,SG,2.35,0.166,0.229,0.347,0.088,0.653,0.133,0.427,0.084,0.282,0.063,0.081,0.051,0.237,0.341,49.3,5.5
1627827,Dorian Finney-Smith,HOU,32.0,37,16.8,3.3,2.5,1.0,0.4,0.2,0.6,0.333,0.27,0.889,0.4,0.9,1.6,2.7,0.2,3.6,109.4,107.6,1.8,0.452,0.104,0.078,0.054,0.087,0.436,0.034,12700000.0,3,Multi-Year,13.34,13.34,13.34,0.0,0.0,39.37,45.1,PF,12.7,0.038,0.191,0.258,0.053,0.132,0.282,0.296,0.031,0.039,0.646,0.015,0.262,0.91,0.441,45.2,3.4
1642880,Kam Jones,IND,24.0,37,16.7,4.4,1.6,3.2,0.5,0.0,1.0,0.402,0.293,0.5,-3.9,0.4,1.2,2.0,0.2,4.6,106.0,116.0,-10.0,0.47,0.141,0.262,0.024,0.071,0.467,0.061,1272870.0,3,Minimum,2.15,2.53,2.74,0.0,0.0,1.27,45.1,SG,1.27,0.111,0.736,0.073,0.102,0.217,0.032,0.296,0.055,0.229,0.155,0.128,0.102,0.284,0.178,47.0,6.1
1631323,Simone Fontecchio,MIA,30.0,70,16.7,8.5,3.0,1.4,0.5,0.1,0.7,0.412,0.375,0.843,1.3,0.8,2.2,4.7,1.5,6.7,113.8,110.5,3.3,0.579,0.183,0.121,0.042,0.118,0.542,0.09,8307692.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,8.31,85.4,SF,8.31,0.456,0.32,0.373,0.498,0.217,0.133,0.778,0.531,0.566,0.719,0.499,0.637,0.762,0.371,57.9,9.0
201599,DeAndre Jordan,NOP,37.0,12,16.6,4.4,6.3,0.9,0.3,0.8,0.8,0.656,0.0,0.647,-0.1,2.2,4.2,0.0,1.4,2.7,110.0,112.3,-2.4,0.671,0.098,0.077,0.124,0.234,0.656,0.119,2269880.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,2.27,14.6,C,2.27,0.111,0.149,0.853,0.956,0.071,0.849,0.105,0.937,0.027,0.442,0.809,0.303,0.612,0.511,67.1,11.9
1631131,Oscar Tshiebwe,UTA,26.0,27,16.6,7.8,6.6,1.2,0.6,0.2,0.8,0.634,0.0,0.551,-2.9,2.9,3.8,0.0,1.8,5.4,110.9,118.9,-8.0,0.633,0.162,0.101,0.151,0.224,0.634,0.125,1000000.0,0,Minimum,0.0,0.0,0.0,0.0,0.0,0.0,32.9,C,1.0,0.389,0.257,0.863,0.907,0.331,0.282,0.2,0.857,0.392,0.231,0.849,0.39,0.15,0.254,63.3,12.5
1630538,Bones Hyland,MIN,25.0,71,16.6,8.5,1.8,2.6,0.6,0.2,1.0,0.453,0.388,0.78,1.7,0.3,1.5,4.2,1.2,6.6,113.8,108.6,5.2,0.599,0.197,0.222,0.018,0.085,0.577,0.101,2296274.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,2.3,86.6,PG,2.3,0.456,0.635,0.107,0.743,0.331,0.282,0.797,0.673,0.66,0.812,0.624,0.637,0.87,0.494,59.9,10.1
1629216,Gabe Vincent,ATL,29.0,53,16.6,4.4,1.0,1.4,0.5,0.1,0.5,0.352,0.341,0.87,0.7,0.3,0.7,3.3,0.4,4.1,117.3,116.0,1.3,0.511,0.119,0.109,0.02,0.041,0.488,0.033,11500000.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,11.5,35.4,PG,11.5,0.111,0.32,0.019,0.164,0.217,0.133,0.213,0.117,0.096,0.614,0.013,0.848,0.284,0.211,51.1,3.3
201567,Kevin Love,UTA,37.0,37,16.6,6.7,5.8,1.8,0.4,0.2,0.8,0.397,0.373,0.841,-2.2,1.5,4.3,3.8,1.2,5.4,115.8,122.5,-6.7,0.568,0.161,0.145,0.083,0.256,0.53,0.103,4150000.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,4.15,45.1,PF,4.15,0.304,0.452,0.833,0.396,0.132,0.282,0.296,0.436,0.382,0.263,0.643,0.767,0.05,0.155,56.8,10.3
1630543,Isaiah Jackson,LAC,24.0,55,16.5,6.7,5.3,0.9,0.7,0.9,1.1,0.637,0.0,0.648,-0.9,2.1,3.2,0.1,1.9,4.3,111.8,114.7,-2.9,0.653,0.152,0.083,0.12,0.19,0.637,0.104,7600000.0,2,Multi-Year,7.0,6.4,0.0,0.0,0.0,21.0,46.3,C,7.6,0.304,0.149,0.76,0.917,0.452,0.886,0.313,0.907,0.309,0.426,0.653,0.463,0.394,0.577,65.3,10.4
1641726,Dereck Lively II,DAL,22.0,7,16.5,4.3,5.3,1.9,0.6,1.6,1.4,0.611,0.0,0.8,2.0,2.0,3.3,0.0,1.4,2.6,108.6,102.3,6.3,0.67,0.113,0.153,0.117,0.183,0.611,0.094,5253360.0,1,Multi-Year,7.24,0.0,0.0,0.0,0.0,12.49,8.5,C,5.25,0.092,0.479,0.76,0.861,0.331,0.977,0.067,0.934,0.068,0.86,0.559,0.218,0.988,0.765,67.0,9.4
1628975,Jevon Carter,ORL,30.0,53,16.4,6.4,1.7,1.6,0.8,0.2,0.7,0.401,0.363,0.789,-1.6,0.3,1.4,4.1,0.4,5.8,110.0,115.6,-5.7,0.537,0.166,0.148,0.015,0.085,0.528,0.074,7680524.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,6.81,36.6,PG,7.68,0.28,0.397,0.087,0.369,0.552,0.282,0.224,0.239,0.415,0.302,0.283,0.303,0.31,0.381,53.7,7.4
1630526,Jeremiah Robinson-Earl,DAL,25.0,22,16.4,4.6,4.7,0.7,0.4,0.0,0.5,0.37,0.244,0.944,-3.9,1.6,3.0,1.9,0.8,4.5,109.3,119.5,-10.2,0.468,0.129,0.057,0.088,0.183,0.42,0.069,131970.0,0,Minimum,0.0,0.0,0.0,0.0,0.0,0.59,20.7,PF,0.13,0.136,0.079,0.675,0.031,0.132,0.032,0.149,0.05,0.142,0.145,0.209,0.253,0.127,0.097,46.8,6.9
1630570,Trendon Watford,PHI,25.0,53,16.3,6.5,3.3,2.5,0.3,0.4,1.2,0.515,0.2,0.779,-2.9,0.7,2.6,0.9,1.5,5.1,106.5,115.6,-9.1,0.573,0.17,0.229,0.041,0.146,0.534,0.093,2461463.0,1,Multi-Year,2.8,0.0,0.0,0.0,0.0,2.46,64.6,PF,2.46,0.289,0.61,0.44,0.435,0.071,0.582,0.486,0.477,0.45,0.19,0.542,0.116,0.31,0.321,57.3,9.3
1630696,Dru Smith,MIA,28.0,70,16.3,5.6,2.5,2.6,1.4,0.3,0.8,0.415,0.295,0.829,-1.2,0.9,1.6,1.8,1.5,4.6,107.1,110.3,-3.2,0.532,0.142,0.214,0.047,0.085,0.474,0.091,2378870.0,2,Multi-Year,2.58,2.93,0.0,0.0,0.0,2.38,85.4,SG,2.38,0.208,0.635,0.258,0.121,0.92,0.443,0.778,0.212,0.244,0.409,0.513,0.137,0.775,0.713,53.2,9.1
1643018,LJ Cryer,GSW,24.0,18,16.2,8.2,1.6,1.0,0.2,0.0,0.8,0.402,0.394,0.895,0.9,0.2,1.3,5.2,1.1,6.5,109.2,109.6,-0.4,0.59,0.196,0.092,0.014,0.084,0.56,0.07,1000000.0,0,Minimum,0.0,0.0,0.0,0.0,0.0,0.0,22.0,PG,1.0,0.426,0.191,0.073,0.635,0.029,0.032,0.154,0.608,0.65,0.522,0.229,0.246,0.831,0.297,59.0,7.0
1630568,Luka Garza,BOS,27.0,69,16.2,8.1,4.1,1.0,0.4,0.4,0.7,0.577,0.433,0.769,1.8,2.3,1.8,1.8,1.7,5.2,119.4,113.6,5.8,0.682,0.168,0.085,0.129,0.11,0.654,0.103,2461463.0,1,Multi-Year,2.8,0.0,0.0,0.0,0.0,5.26,84.1,C,2.46,0.415,0.191,0.604,0.951,0.132,0.582,0.753,0.955,0.439,0.83,0.643,0.933,0.497,0.404,68.2,10.3
1629618,Jalen Pickett,DEN,26.0,50,16.1,5.2,2.3,2.3,0.3,0.1,0.7,0.422,0.386,0.789,0.1,0.4,1.9,2.5,0.4,4.6,112.1,112.4,-0.4,0.541,0.148,0.208,0.022,0.107,0.528,0.084,2221677.0,1,Multi-Year,2.41,0.0,0.0,0.0,0.0,2.22,61.0,SG,2.22,0.166,0.573,0.206,0.369,0.071,0.133,0.451,0.266,0.282,0.522,0.422,0.485,0.604,0.269,54.1,8.4
1627741,Buddy Hield,ATL,33.0,51,16.1,7.6,2.3,1.4,0.8,0.2,0.9,0.437,0.349,0.811,-1.7,0.5,1.7,4.2,0.7,6.4,110.2,115.0,-4.9,0.568,0.192,0.129,0.032,0.106,0.55,0.085,9219512.0,2,Multi-Year,9.66,10.1,0.0,0.0,0.0,18.88,53.7,SG,9.22,0.377,0.32,0.206,0.56,0.552,0.282,0.386,0.436,0.622,0.321,0.434,0.324,0.361,0.398,56.8,8.5
1629680,Matisse Thybulle,POR,29.0,30,16.0,5.8,2.0,0.9,2.0,0.5,0.9,0.433,0.398,0.84,2.9,0.6,1.4,3.1,0.8,4.5,108.8,99.8,9.0,0.6,0.144,0.079,0.033,0.087,0.571,0.093,11550000.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,11.55,36.6,SG,11.55,0.235,0.149,0.148,0.708,0.992,0.684,0.224,0.681,0.264,0.918,0.542,0.231,0.992,0.889,60.0,9.3
1642260,Nikola Topić,OKC,20.0,10,16.0,5.2,1.9,4.4,0.5,0.0,2.5,0.431,0.4,0.4,-4.2,0.7,1.2,1.5,0.5,5.1,107.2,120.8,-13.7,0.489,0.204,0.383,0.041,0.075,0.49,0.063,5182920.0,2,Multi-Year,5.43,7.48,0.0,0.0,0.0,10.61,12.2,PG,5.18,0.166,0.866,0.126,0.173,0.217,0.032,0.086,0.075,0.702,0.061,0.153,0.148,0.083,0.111,48.9,6.3
1630592,Jalen Wilson,BKN,25.0,54,15.9,6.4,2.1,0.9,0.4,0.0,0.7,0.396,0.355,0.719,-3.6,0.3,1.8,2.8,1.8,5.1,104.5,115.4,-10.9,0.536,0.177,0.098,0.019,0.122,0.493,0.061,2221677.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,2.22,65.9,PF,2.22,0.28,0.149,0.17,0.184,0.132,0.032,0.502,0.235,0.502,0.123,0.128,0.067,0.326,0.163,53.6,6.1
1630702,Jaden Hardy,WAS,23.0,57,15.8,9.2,1.5,1.0,0.3,0.1,1.1,0.424,0.397,0.733,-1.5,0.3,1.2,4.6,1.3,7.5,112.0,116.4,-4.4,0.566,0.239,0.095,0.017,0.078,0.545,0.066,6000000.0,2,Multi-Year,6.0,6.0,0.0,0.0,0.0,12.0,41.5,SG,6.0,0.503,0.191,0.064,0.519,0.071,0.133,0.263,0.416,0.845,0.345,0.17,0.475,0.265,0.156,56.6,6.6
1642362,Payton Sandfort,OKC,23.0,4,15.8,8.8,2.5,0.0,0.3,0.0,0.3,0.5,0.412,0.5,-4.8,0.3,2.3,4.3,1.0,6.5,111.8,125.7,-14.0,0.63,0.186,0.0,0.014,0.145,0.635,0.066,1000000.0,0,Minimum,0.0,0.0,0.0,0.0,0.0,0.0,4.9,SF,1.0,0.48,0.003,0.258,0.91,0.071,0.032,0.032,0.845,0.59,0.057,0.17,0.463,0.021,0.041,63.0,6.6
1641738,Kobe Brown,IND,26.0,61,15.8,5.8,3.0,1.3,0.4,0.2,0.9,0.469,0.374,0.797,-3.6,1.1,1.9,2.3,1.0,4.4,108.4,119.0,-10.5,0.594,0.154,0.123,0.072,0.119,0.565,0.078,2654880.0,1,Multi-Year,4.79,0.0,0.0,0.0,0.0,2.65,41.5,PF,2.65,0.235,0.285,0.373,0.676,0.132,0.282,0.263,0.634,0.327,0.139,0.339,0.206,0.143,0.186,59.4,7.8
1630623,Tyson Etienne,BKN,26.0,24,15.8,7.9,1.1,1.7,0.5,0.0,0.7,0.4,0.398,0.833,-4.3,0.2,0.9,4.5,1.5,6.0,105.6,117.8,-12.2,0.588,0.198,0.17,0.013,0.06,0.548,0.071,1000000.0,0,Minimum,0.0,0.0,0.0,0.0,0.0,0.0,29.3,PG,1.0,0.396,0.425,0.029,0.543,0.217,0.032,0.182,0.594,0.669,0.09,0.239,0.084,0.19,0.146,58.8,7.1
1641772,Nae'Qwan Tomlin,CLE,25.0,64,15.7,5.8,2.9,0.8,0.6,0.5,0.5,0.478,0.235,0.77,0.9,1.3,1.6,1.8,1.0,4.9,114.3,110.7,3.6,0.549,0.151,0.071,0.081,0.094,0.521,0.069,718150.0,1,Minimum,2.41,0.0,0.0,0.0,0.0,3.13,78.0,PF,0.72,0.235,0.11,0.347,0.331,0.331,0.684,0.647,0.314,0.301,0.74,0.209,0.679,0.739,0.585,54.9,6.9
1631250,Pete Nance,MIL,26.0,47,15.7,5.4,2.7,1.0,0.3,0.3,0.6,0.515,0.42,0.364,-1.7,0.6,2.1,2.5,0.2,4.1,112.2,117.4,-5.2,0.639,0.132,0.092,0.038,0.135,0.644,0.078,1000000.0,0,Minimum,0.0,0.0,0.0,0.0,0.0,0.0,57.3,PF,1.0,0.182,0.191,0.306,0.927,0.071,0.443,0.416,0.881,0.158,0.313,0.339,0.493,0.21,0.241,63.9,7.8
1630182,Josh Green,CHA,25.0,58,15.7,4.3,1.8,0.8,0.6,0.1,0.6,0.459,0.42,0.893,3.6,0.8,1.0,2.4,0.5,3.1,118.5,106.0,12.5,0.644,0.104,0.069,0.048,0.06,0.619,0.059,13666667.0,1,Multi-Year,14.68,0.0,0.0,0.0,0.0,28.35,70.7,SG,13.67,0.092,0.11,0.107,0.887,0.331,0.133,0.567,0.891,0.039,0.973,0.113,0.895,0.945,0.47,64.4,5.9
1630534,Ochai Agbaji,BKN,26.0,62,15.7,5.1,2.3,0.8,0.4,0.3,0.5,0.436,0.266,0.837,-1.0,0.7,1.5,2.1,0.7,4.5,106.4,109.0,-2.7,0.525,0.142,0.07,0.046,0.096,0.496,0.057,6383525.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,6.38,51.2,SG,6.38,0.152,0.11,0.206,0.197,0.132,0.443,0.357,0.179,0.244,0.432,0.099,0.112,0.851,0.475,52.5,5.7
1627780,Gary Payton II,GSW,33.0,73,15.6,7.5,3.6,1.7,0.9,0.3,0.8,0.583,0.291,0.65,-1.5,1.4,2.2,1.7,0.5,5.7,111.2,113.5,-2.3,0.632,0.177,0.164,0.084,0.143,0.628,0.114,2296274.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,2.3,89.0,SG,2.3,0.369,0.425,0.512,0.901,0.653,0.443,0.838,0.852,0.502,0.449,0.768,0.409,0.513,0.536,63.2,11.4
1631159,Leonard Miller,CHI,22.0,46,15.6,7.8,3.9,0.9,0.4,0.3,0.8,0.553,0.323,0.736,-0.6,1.2,2.8,2.2,1.2,5.7,111.7,114.1,-2.5,0.633,0.176,0.077,0.073,0.158,0.615,0.104,2221677.0,1,Multi-Year,2.41,0.0,0.0,0.0,0.0,0.0,32.9,SF,2.22,0.389,0.149,0.561,0.881,0.132,0.443,0.2,0.857,0.492,0.436,0.653,0.45,0.435,0.337,63.3,10.4
1642275,Tidjane Salaün,CHA,20.0,37,15.6,6.0,4.0,0.7,0.4,0.2,0.7,0.503,0.434,0.65,-0.1,0.7,3.3,2.2,1.1,4.3,113.2,111.1,2.1,0.629,0.147,0.071,0.044,0.205,0.616,0.102,7863240.0,2,Multi-Year,8.24,10.45,0.0,0.0,0.0,16.1,45.1,PF,7.86,0.253,0.079,0.583,0.883,0.132,0.282,0.296,0.838,0.277,0.656,0.633,0.579,0.698,0.371,62.9,10.2
1629026,Kenrich Williams,OKC,31.0,56,15.3,6.5,3.3,1.4,0.6,0.1,0.8,0.473,0.388,0.635,0.8,1.1,2.3,2.3,0.9,5.3,112.6,109.5,3.1,0.569,0.178,0.132,0.068,0.143,0.557,0.098,7163000.0,1,Multi-Year,7.16,0.0,0.0,0.0,0.0,7.16,68.3,PF,7.16,0.289,0.32,0.44,0.615,0.331,0.133,0.531,0.447,0.515,0.701,0.599,0.521,0.835,0.433,56.9,9.8
1631243,Mouhamed Gueye,ATL,23.0,77,15.3,4.4,3.6,0.9,0.8,0.5,0.4,0.452,0.308,0.645,0.6,1.2,2.4,1.7,0.8,3.8,112.5,110.1,2.3,0.539,0.12,0.076,0.071,0.151,0.521,0.075,2221677.0,1,Multi-Year,2.41,0.0,0.0,0.0,0.0,0.0,93.9,PF,2.22,0.111,0.149,0.512,0.331,0.552,0.684,0.91,0.251,0.104,0.669,0.296,0.514,0.786,0.674,53.9,7.5
1642348,Justin Edwards,PHI,22.0,64,15.3,6.0,1.5,1.3,0.8,0.2,0.6,0.447,0.372,0.846,-1.1,0.4,1.1,2.8,0.6,5.0,111.6,115.0,-3.4,0.572,0.154,0.114,0.025,0.07,0.552,0.068,2048494.0,2,Multi-Year,2.41,2.62,0.0,0.0,0.0,4.46,78.0,SF,2.05,0.253,0.285,0.064,0.578,0.552,0.282,0.647,0.466,0.327,0.399,0.191,0.435,0.361,0.398,57.2,6.8
1629048,Goga Bitadze,ORL,26.0,64,15.2,5.9,5.0,1.3,0.6,1.0,0.7,0.676,0.182,0.711,0.3,2.1,2.9,0.2,1.5,3.5,112.6,111.0,1.6,0.7,0.128,0.124,0.131,0.183,0.68,0.122,8333333.0,1,Multi-Year,7.61,0.0,0.0,0.0,0.0,15.94,78.0,C,8.33,0.247,0.285,0.714,0.971,0.331,0.91,0.647,0.977,0.134,0.634,0.828,0.521,0.71,0.65,70.0,12.2
1631124,Julian Strawther,DEN,24.0,57,15.1,7.2,2.0,1.1,0.4,0.1,0.6,0.467,0.387,0.814,0.4,0.2,1.8,2.6,1.2,5.6,115.0,113.5,1.5,0.59,0.187,0.101,0.014,0.112,0.558,0.082,2674200.0,1,Multi-Year,4.83,0.0,0.0,0.0,0.0,7.5,69.5,SG,2.67,0.336,0.229,0.148,0.622,0.132,0.133,0.552,0.608,0.595,0.626,0.395,0.734,0.513,0.259,59.0,8.2
203926,Doug McDermott,SAC,34.0,29,15.1,5.7,1.3,0.8,0.2,0.1,0.4,0.388,0.39,0.889,-3.5,0.2,1.0,4.2,0.3,4.8,104.2,115.3,-11.1,0.574,0.146,0.073,0.014,0.068,0.561,0.055,2296274.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,2.3,35.4,SF,2.3,0.217,0.11,0.051,0.648,0.029,0.133,0.213,0.493,0.274,0.113,0.081,0.061,0.336,0.166,57.4,5.5
1627824,Guerschon Yabusele,CHI,30.0,67,15.0,5.6,3.5,0.9,0.4,0.2,0.6,0.401,0.352,0.75,-2.5,0.8,2.7,2.9,1.1,4.7,107.4,115.3,-7.9,0.543,0.155,0.087,0.052,0.17,0.511,0.077,5500000.0,0,Expiring,0.0,0.0,0.0,0.0,0.0,5.5,50.0,C,5.5,0.208,0.149,0.49,0.269,0.132,0.282,0.343,0.276,0.332,0.235,0.321,0.167,0.336,0.25,54.3,7.7
1630175,Cole Anthony,MIL,25.0,35,15.0,6.7,2.5,3.5,0.6,0.3,1.9,0.424,0.306,0.615,-3.2,0.5,2.0,2.1,0.7,6.6,103.4,113.1,-9.7,0.483,0.244,0.354,0.029,0.126,0.472,0.082,5996274.0,2,Multi-Year,3.7,3.7,0.0,0.0,0.0,11.1,42.7,PG,6.0,0.304,0.783,0.258,0.108,0.331,0.443,0.275,0.071,0.857,0.167,0.395,0.048,0.545,0.44,48.3,8.2
1642877,Micah Peavy,NOP,24.0,61,15.0,4.3,1.9,1.0,0.7,0.1,0.3,0.385,0.259,0.759,-1.7,0.8,1.2,1.8,0.5,4.5,110.4,114.5,-4.1,0.455,0.135,0.089,0.046,0.073,0.436,0.044,1272870.0,3,Minimum,2.15,2.53,2.74,0.0,0.0,3.42,74.4,SG,1.27,0.092,0.191,0.126,0.053,0.452,0.133,0.603,0.037,0.175,0.364,0.026,0.347,0.408,0.331,45.5,4.4
1642265,Rob Dillingham,CHI,21.0,65,14.9,6.3,2.0,2.2,0.7,0.1,1.5,0.396,0.316,0.745,-2.2,0.3,1.7,2.0,0.8,6.3,105.9,113.3,-7.4,0.469,0.218,0.206,0.018,0.105,0.447,0.06,6576120.0,2,Multi-Year,6.89,8.76,0.0,0.0,0.0,13.47,42.7,PG,6.58,0.274,0.552,0.148,0.072,0.452,0.133,0.275,0.052,0.76,0.243,0.119,0.096,0.53,0.372,46.9,6.0
1628997,Caleb Martin,DAL,30.0,58,14.8,3.9,2.5,1.4,0.7,0.3,0.7,0.45,0.351,0.607,-3.4,0.5,2.0,1.0,1.1,3.3,102.9,112.1,-9.2,0.526,0.122,0.131,0.03,0.125,0.503,0.063,9594044.0,2,Multi-Year,10.0,9.37,0.0,0.0,0.0,19.6,70.7,SF,9.59,0.066,0.32,0.258,0.231,0.452,0.443,0.567,0.189,0.111,0.187,0.153,0.037,0.621,0.505,52.6,6.3
